cell.line	compound	variable	value
OVISE	RBN011364-002	Slope.pval	0.00521175682204875
JHOS-4	RBN010061-002	Slope.pval	1.98745771425104e-05
JHOS-4	RBN011364-002	Slope.pval	1.48435741854465e-40
HARA	RBN010061-002	Slope.pval	9.90268627748693e-25
HARA	RBN011364-002	Slope.pval	0.00120964473993136
SW620	RBN010061-002	Slope.pval	7.69471311782712e-05
SW620	RBN011364-002	Slope.pval	5.69105117658974e-06
RKN	RBN010061-002	Slope.pval	0.799792962802824
RKN	RBN011364-002	Slope.pval	1.49279034586518e-23
SH-10-TC	RBN010061-002	Slope.pval	0.779248173204048
SH-10-TC	RBN011364-002	Slope.pval	0.78613218097056
TOV-21G	RBN010061-002	Slope.pval	0.000168099566112072
TOV-21G	RBN011364-002	Slope.pval	0.0519611235653947
YD-10B	RBN010061-002	Slope.pval	2.11789898468526e-18
YD-10B	RBN011364-002	Slope.pval	4.94527149563874e-05
LUDLU-1	RBN010061-002	Slope.pval	0.81846205814147
LUDLU-1	RBN011364-002	Slope.pval	0.00160332712902683
NCI-H2023	RBN010061-002	Slope.pval	2.19168091012316e-05
NCI-H2023	RBN011364-002	Slope.pval	0.0493593737849617
HCC70	RBN010061-002	Slope.pval	1.83802573966447e-05
HCC70	RBN011364-002	Slope.pval	7.17410350884211e-27
SW900	RBN010061-002	Slope.pval	2.48551818153946e-19
SW900	RBN011364-002	Slope.pval	0.000119730411109787
RERF-LC-AI	RBN010061-002	Slope.pval	1.31008813632267e-35
RERF-LC-AI	RBN011364-002	Slope.pval	8.37340488638518e-08
HCC1143	RBN010061-002	Slope.pval	0.00292461090437107
HCC1143	RBN011364-002	Slope.pval	1.04752207717501e-22
NCI-H520	RBN010061-002	Slope.pval	9.18398114651742e-06
NCI-H520	RBN011364-002	Slope.pval	NA
YD-38	RBN010061-002	Slope.pval	0.880222375187262
YD-38	RBN011364-002	Slope.pval	0.141220602319374
SK-OV-3	RBN010061-002	Slope.pval	3.25832368720671e-41
SK-OV-3	RBN011364-002	Slope.pval	1.20390957479533e-24
SNU-620	RBN010061-002	Slope.pval	9.27460925544215e-15
SNU-620	RBN011364-002	Slope.pval	0.999998313428816
EFE-184	RBN010061-002	Slope.pval	5.09628486388878e-76
EFE-184	RBN011364-002	Slope.pval	6.25841461058332e-11
EFO-27	RBN010061-002	Slope.pval	NA
EFO-27	RBN011364-002	Slope.pval	4.59384724254621e-25
EVSA-T	RBN010061-002	Slope.pval	6.06215516771983e-19
EVSA-T	RBN011364-002	Slope.pval	1.01948928686793e-25
HCT-116	RBN010061-002	Slope.pval	0.166673399773882
HCT-116	RBN011364-002	Slope.pval	1.74696905231302e-21
HEC-1-B	RBN010061-002	Slope.pval	0.999997635376579
HEC-1-B	RBN011364-002	Slope.pval	0.000408156366827535
LXF-289	RBN010061-002	Slope.pval	NA
LXF-289	RBN011364-002	Slope.pval	0.0150621084500812
HDQ-P1	RBN010061-002	Slope.pval	2.80248454881645e-34
HDQ-P1	RBN011364-002	Slope.pval	0.0201660473287227
U-87 MG	RBN010061-002	Slope.pval	0.436616985339598
U-87 MG	RBN011364-002	Slope.pval	0.00245650429287216
DBTRG-05MG	RBN010061-002	Slope.pval	0.0172207876536851
DBTRG-05MG	RBN011364-002	Slope.pval	1.01428772116951e-07
HCC-15	RBN010061-002	Slope.pval	0.390660850954323
HCC-15	RBN011364-002	Slope.pval	0.000256164409296262
NCI-H1437	RBN010061-002	Slope.pval	2.75127709096795e-39
NCI-H1437	RBN011364-002	Slope.pval	7.69327591306891e-07
NCI-H647	RBN010061-002	Slope.pval	0.999989956394432
NCI-H647	RBN011364-002	Slope.pval	2.68066816890415e-11
LOU-NH91	RBN010061-002	Slope.pval	NA
LOU-NH91	RBN011364-002	Slope.pval	2.34400392393184e-13
CAL-27	RBN010061-002	Slope.pval	7.19100746345027e-05
CAL-27	RBN011364-002	Slope.pval	2.47777963275516e-06
LCLC-97TM1	RBN010061-002	Slope.pval	0.00632486599720986
LCLC-97TM1	RBN011364-002	Slope.pval	0.089200775822131
GSS	RBN010061-002	Slope.pval	0.912286043812943
GSS	RBN011364-002	Slope.pval	0.00755548841636483
HCC1937	RBN010061-002	Slope.pval	4.14699424627237e-20
HCC1937	RBN011364-002	Slope.pval	0.000545307025586074
OV56	RBN010061-002	Slope.pval	NA
OV56	RBN011364-002	Slope.pval	5.23102753175766e-30
HSC-4	RBN010061-002	Slope.pval	0.843739693496829
HSC-4	RBN011364-002	Slope.pval	2.41582826709484e-30
CL-11	RBN010061-002	Slope.pval	5.11675752286409e-07
CL-11	RBN011364-002	Slope.pval	0.434564996540692
SW480	RBN010061-002	Slope.pval	0.885335440775171
SW480	RBN011364-002	Slope.pval	0.99999671609828
NCI-H2170	RBN010061-002	Slope.pval	8.72347563758125e-05
NCI-H2170	RBN011364-002	Slope.pval	1.94763110268368e-55
TE-6	RBN010061-002	Slope.pval	0.999991958437766
TE-6	RBN011364-002	Slope.pval	2.52060075493639e-52
HCC95	RBN010061-002	Slope.pval	0.999996457121054
HCC95	RBN011364-002	Slope.pval	2.16586159924953e-06
MDA-MB-175-VII	RBN010061-002	Slope.pval	2.43522013358034e-09
MDA-MB-175-VII	RBN011364-002	Slope.pval	5.80158471029233e-08
NCI-H522	RBN010061-002	Slope.pval	0.0308703299388545
NCI-H522	RBN011364-002	Slope.pval	6.29341112788249e-40
HCC2108	RBN010061-002	Slope.pval	0.000158189037986244
HCC2108	RBN011364-002	Slope.pval	1.2124785981864e-42
TE-10	RBN010061-002	Slope.pval	1.23014282029319e-09
TE-10	RBN011364-002	Slope.pval	3.08298796524778e-26
ZR-75-30	RBN010061-002	Slope.pval	NA
ZR-75-30	RBN011364-002	Slope.pval	0.05565413689926
GSU	RBN010061-002	Slope.pval	0.999982589005401
GSU	RBN011364-002	Slope.pval	0.0430340518327719
KYSE-410	RBN010061-002	Slope.pval	0.0861189780301072
KYSE-410	RBN011364-002	Slope.pval	5.10750497241117e-44
KE-39	RBN010061-002	Slope.pval	3.78682254105194e-21
KE-39	RBN011364-002	Slope.pval	0.0302621170076045
KNS-62	RBN010061-002	Slope.pval	0.659716076240428
KNS-62	RBN011364-002	Slope.pval	7.26567893534211e-11
KPL-1	RBN010061-002	Slope.pval	0.00271601577944433
KPL-1	RBN011364-002	Slope.pval	1.52474725429015e-10
SCC-25	RBN010061-002	Slope.pval	0.0331938815444585
SCC-25	RBN011364-002	Slope.pval	2.14351779321465e-07
NCI-H1869	RBN010061-002	Slope.pval	0.00753665636547672
NCI-H1869	RBN011364-002	Slope.pval	2.88431833011435e-06
TE-5	RBN010061-002	Slope.pval	0.00198335038704829
TE-5	RBN011364-002	Slope.pval	0.206178963735188
SNU-719	RBN010061-002	Slope.pval	1.81269815750794e-67
SNU-719	RBN011364-002	Slope.pval	1.58971558972436e-60
NCI-H358	RBN010061-002	Slope.pval	1.37333779555493e-27
NCI-H358	RBN011364-002	Slope.pval	0.0190889618790706
TYK-nu	RBN010061-002	Slope.pval	1.78640694933554e-06
TYK-nu	RBN011364-002	Slope.pval	7.01618446684998e-06
NCI-H1703	RBN010061-002	Slope.pval	3.02068471936474e-43
NCI-H1703	RBN011364-002	Slope.pval	5.7916502998169e-11
CAL-33	RBN010061-002	Slope.pval	5.09242537708585e-09
CAL-33	RBN011364-002	Slope.pval	0.0029587521948757
NCI-H1373	RBN010061-002	Slope.pval	1.033829988045e-20
NCI-H1373	RBN011364-002	Slope.pval	0.0451629900796772
TGBC11TKB	RBN010061-002	Slope.pval	0.00832561085997516
TGBC11TKB	RBN011364-002	Slope.pval	2.17912217294154e-34
JIMT-1	RBN010061-002	Slope.pval	0.0528260981265234
JIMT-1	RBN011364-002	Slope.pval	2.54748824088535e-17
YMB-1	RBN010061-002	Slope.pval	0.0152781942922471
YMB-1	RBN011364-002	Slope.pval	0.0213337658142902
KYSE-520	RBN010061-002	Slope.pval	0.856910568479232
KYSE-520	RBN011364-002	Slope.pval	0.0489520367468921
KYSE-70	RBN010061-002	Slope.pval	0.99998752705959
KYSE-70	RBN011364-002	Slope.pval	5.15950147621896e-22
LS-123	RBN010061-002	UpperLimit	93.5551666171213
LS-123	RBN011364-002	UpperLimit	66.1366745165333
EBC-1	RBN010061-002	UpperLimit	73.0936433729073
EBC-1	RBN011364-002	UpperLimit	73.4965043123083
T3M-10	RBN010061-002	UpperLimit	86.4824936366358
T3M-10	RBN011364-002	UpperLimit	0.0152870049427452
SNU-175	RBN010061-002	UpperLimit	100.764655695051
SNU-175	RBN011364-002	UpperLimit	102.253004512044
A253	RBN010061-002	UpperLimit	89.0973901005666
A253	RBN011364-002	UpperLimit	74.3713872717961
A549	RBN010061-002	UpperLimit	93.763954563698
A549	RBN011364-002	UpperLimit	NA
KYSE-270	RBN010061-002	UpperLimit	88.9951611081676
KYSE-270	RBN011364-002	UpperLimit	79.5439113505673
KYSE-450	RBN010061-002	UpperLimit	NA
KYSE-450	RBN011364-002	UpperLimit	96.9791483172267
IM-95	RBN010061-002	UpperLimit	103.514108437034
IM-95	RBN011364-002	UpperLimit	98.8074287617665
LoVo	RBN010061-002	UpperLimit	104.009217037024
LoVo	RBN011364-002	UpperLimit	106.437663635186
LCLC-103H	RBN010061-002	UpperLimit	99.5170236643082
LCLC-103H	RBN011364-002	UpperLimit	100.512047886559
KNS-81	RBN010061-002	UpperLimit	92.6854767348432
KNS-81	RBN011364-002	UpperLimit	99.5183860903313
MDA-MB-436	RBN010061-002	UpperLimit	1.16217421512649
MDA-MB-436	RBN011364-002	UpperLimit	90.1605576435709
HCC1195	RBN010061-002	UpperLimit	108.707663313046
HCC1195	RBN011364-002	UpperLimit	109.644498972333
SNG-M	RBN010061-002	UpperLimit	115.320268301206
SNG-M	RBN011364-002	UpperLimit	114.474917518054
MDA-MB-231	RBN010061-002	UpperLimit	90.3107215723337
MDA-MB-231	RBN011364-002	UpperLimit	92.350950579913
LK-2	RBN010061-002	UpperLimit	97.5516438958281
LK-2	RBN011364-002	UpperLimit	98.764614807164
HCC2218	RBN010061-002	UpperLimit	98.7326108848267
HCC2218	RBN011364-002	UpperLimit	99.2598724269591
LC-1sq	RBN010061-002	UpperLimit	44.100880611268
LC-1sq	RBN011364-002	UpperLimit	53.9329036348222
FaDu	RBN010061-002	UpperLimit	76.1436953743745
FaDu	RBN011364-002	UpperLimit	75.4272480697596
NCI-H596	RBN010061-002	UpperLimit	76.881032715891
NCI-H596	RBN011364-002	UpperLimit	83.4239056103514
Caki-1	RBN010061-002	UpperLimit	93.4991336088168
Caki-1	RBN011364-002	UpperLimit	-17.5747772805347
ACHN	RBN010061-002	UpperLimit	NA
ACHN	RBN011364-002	UpperLimit	94.9303471814819
YD-8	RBN010061-002	UpperLimit	106.476362362465
YD-8	RBN011364-002	UpperLimit	107.887670282179
HCC1588	RBN010061-002	UpperLimit	82.0189654066586
HCC1588	RBN011364-002	UpperLimit	82.1600328804268
T47D	RBN010061-002	UpperLimit	76.6487404634858
T47D	RBN011364-002	UpperLimit	87.7279260122698
TE-8	RBN010061-002	UpperLimit	85.512283023468
TE-8	RBN011364-002	UpperLimit	41.2561349987659
IA-LM	RBN010061-002	UpperLimit	95.5234457446531
IA-LM	RBN011364-002	UpperLimit	95.757284448288
EN	RBN010061-002	UpperLimit	81.9007236568462
EN	RBN011364-002	UpperLimit	94.1033509637057
NCI-H1975	RBN010061-002	UpperLimit	91.7413688623597
NCI-H1975	RBN011364-002	UpperLimit	97.5169622183851
NCI-H1838	RBN010061-002	UpperLimit	92.9713170810695
NCI-H1838	RBN011364-002	UpperLimit	93.7748549345193
HCC-44	RBN010061-002	UpperLimit	119.784625655884
HCC-44	RBN011364-002	UpperLimit	117.15950569643
HCC1187	RBN010061-002	UpperLimit	81.9616056846679
HCC1187	RBN011364-002	UpperLimit	85.702533387582
YH-13	RBN010061-002	UpperLimit	93.478625858342
YH-13	RBN011364-002	UpperLimit	38.0653271032392
HCC38	RBN010061-002	UpperLimit	96.1487997007782
HCC38	RBN011364-002	UpperLimit	97.8135867357949
SNU-1033	RBN010061-002	UpperLimit	105.037574065706
SNU-1033	RBN011364-002	UpperLimit	112.923389241179
Calu-1	RBN010061-002	UpperLimit	96.8984911708673
Calu-1	RBN011364-002	UpperLimit	62.7282740280915
PE-CA-PJ15	RBN010061-002	UpperLimit	96.2515328875837
PE-CA-PJ15	RBN011364-002	UpperLimit	67.2162644834739
BHY	RBN010061-002	UpperLimit	92.4528072638126
BHY	RBN011364-002	UpperLimit	64.2270421353477
MDA-MB-468	RBN010061-002	UpperLimit	68.3767939095818
MDA-MB-468	RBN011364-002	UpperLimit	68.2805744337919
CCK-81	RBN010061-002	UpperLimit	102.270651823076
CCK-81	RBN011364-002	UpperLimit	-66.6947568708293
HCC2279	RBN010061-002	UpperLimit	106.853839739342
HCC2279	RBN011364-002	UpperLimit	118.457590936517
HCC1599	RBN010061-002	UpperLimit	110.06854583894
HCC1599	RBN011364-002	UpperLimit	140.97090425911
COLO-680N	RBN010061-002	UpperLimit	88.2437126033279
COLO-680N	RBN011364-002	UpperLimit	90.8765267567065
SK-BR-3	RBN010061-002	UpperLimit	89.0692876428854
SK-BR-3	RBN011364-002	UpperLimit	95.8799477989102
NCI-H810	RBN010061-002	UpperLimit	-0.392869632288465
NCI-H810	RBN011364-002	UpperLimit	108.929041783856
Hs-578-T	RBN010061-002	UpperLimit	84.9928312386073
Hs-578-T	RBN011364-002	UpperLimit	41.9534275271566
KURAMOCHI	RBN010061-002	UpperLimit	78.9671408218985
KURAMOCHI	RBN011364-002	UpperLimit	76.5790277090547
SNU-81	RBN010061-002	UpperLimit	131.103132211809
SNU-81	RBN011364-002	UpperLimit	93.6010855746458
SNU-C4	RBN010061-002	UpperLimit	92.9163311371362
SNU-C4	RBN011364-002	UpperLimit	95.1084898012242
Detroit562	RBN010061-002	UpperLimit	87.1410598716456
Detroit562	RBN011364-002	UpperLimit	88.7979731819938
NUGC-4	RBN010061-002	UpperLimit	101.007982971694
NUGC-4	RBN011364-002	UpperLimit	100.472637301117
KYSE-30	RBN010061-002	UpperLimit	96.275471468098
KYSE-30	RBN011364-002	UpperLimit	62.2149924886179
OV7	RBN010061-002	UpperLimit	92.2030324008451
OV7	RBN011364-002	UpperLimit	-533.267072827006
RCM-1	RBN010061-002	UpperLimit	94.8235891498633
RCM-1	RBN011364-002	UpperLimit	64.0482169141005
HT-29	RBN010061-002	UpperLimit	98.4325648161014
HT-29	RBN011364-002	UpperLimit	106.021203379802
SW48	RBN010061-002	UpperLimit	86.8977664284725
SW48	RBN011364-002	UpperLimit	93.0975877512753
JHOS-2	RBN010061-002	UpperLimit	92.873351250808
JHOS-2	RBN011364-002	UpperLimit	2.8018603859798
OVCAR-8	RBN010061-002	UpperLimit	95.7390372980909
OVCAR-8	RBN011364-002	UpperLimit	-75.1653331187425
OVISE	RBN010061-002	UpperLimit	95.1583803989174
OVISE	RBN011364-002	UpperLimit	34.2273333173054
JHOS-4	RBN010061-002	UpperLimit	-10.7676432427062
JHOS-4	RBN011364-002	UpperLimit	98.8754807698488
HARA	RBN010061-002	UpperLimit	98.7250655846883
HARA	RBN011364-002	UpperLimit	100.503229866955
SW620	RBN010061-002	UpperLimit	97.3660463189559
SW620	RBN011364-002	UpperLimit	90.4965485510737
RKN	RBN010061-002	UpperLimit	96.0985639021888
RKN	RBN011364-002	UpperLimit	91.0293466020876
SH-10-TC	RBN010061-002	UpperLimit	98.7314670789101
SH-10-TC	RBN011364-002	UpperLimit	101.364524373831
TOV-21G	RBN010061-002	UpperLimit	96.1954410395846
TOV-21G	RBN011364-002	UpperLimit	98.7263405392488
YD-10B	RBN010061-002	UpperLimit	-10.1732508703226
YD-10B	RBN011364-002	UpperLimit	41.0312448790605
LUDLU-1	RBN010061-002	UpperLimit	60.2927342921242
LUDLU-1	RBN011364-002	UpperLimit	-32.6186103525033
NCI-H2023	RBN010061-002	UpperLimit	92.8940347152534
NCI-H2023	RBN011364-002	UpperLimit	95.3214899018873
HCC70	RBN010061-002	UpperLimit	-7.31854059824661
HCC70	RBN011364-002	UpperLimit	82.0062462219736
SW900	RBN010061-002	UpperLimit	97.9167583797183
SW900	RBN011364-002	UpperLimit	-8.27614907461396
RERF-LC-AI	RBN010061-002	UpperLimit	76.8732934516511
RERF-LC-AI	RBN011364-002	UpperLimit	76.3931972016599
HCC1143	RBN010061-002	UpperLimit	96.8020114563578
HCC1143	RBN011364-002	UpperLimit	97.3792349089835
NCI-H520	RBN010061-002	UpperLimit	98.0202904844957
NCI-H520	RBN011364-002	UpperLimit	NA
YD-38	RBN010061-002	UpperLimit	85.368473764065
YD-38	RBN011364-002	UpperLimit	62.9494391071281
SK-OV-3	RBN010061-002	UpperLimit	100.579148825351
SK-OV-3	RBN011364-002	UpperLimit	103.292507473096
SNU-620	RBN010061-002	UpperLimit	87.4949025783114
SNU-620	RBN011364-002	UpperLimit	90.8888694473822
EFE-184	RBN010061-002	UpperLimit	130.388097600728
EFE-184	RBN011364-002	UpperLimit	-14.3802577464642
EFO-27	RBN010061-002	UpperLimit	NA
EFO-27	RBN011364-002	UpperLimit	99.3148082764109
EVSA-T	RBN010061-002	UpperLimit	103.073597407147
EVSA-T	RBN011364-002	UpperLimit	92.5320990592241
HCT-116	RBN010061-002	UpperLimit	92.6241472257235
HCT-116	RBN011364-002	UpperLimit	96.442356355475
HEC-1-B	RBN010061-002	UpperLimit	85.2792560683644
HEC-1-B	RBN011364-002	UpperLimit	39.1975092712641
LXF-289	RBN010061-002	UpperLimit	NA
LXF-289	RBN011364-002	UpperLimit	14.088505931459
HDQ-P1	RBN010061-002	UpperLimit	91.4554929469257
HDQ-P1	RBN011364-002	UpperLimit	48.7744979208688
U-87 MG	RBN010061-002	UpperLimit	89.5566675919547
U-87 MG	RBN011364-002	UpperLimit	89.7092305475623
DBTRG-05MG	RBN010061-002	UpperLimit	99.5119811040043
DBTRG-05MG	RBN011364-002	UpperLimit	96.9113876200067
HCC-15	RBN010061-002	UpperLimit	84.8192359755327
HCC-15	RBN011364-002	UpperLimit	89.5739538468069
NCI-H1437	RBN010061-002	UpperLimit	84.548749934001
NCI-H1437	RBN011364-002	UpperLimit	-16.5922536561473
NCI-H647	RBN010061-002	UpperLimit	93.3284354610378
NCI-H647	RBN011364-002	UpperLimit	90.6273494863353
LOU-NH91	RBN010061-002	UpperLimit	NA
LOU-NH91	RBN011364-002	UpperLimit	87.4181507952683
CAL-27	RBN010061-002	UpperLimit	81.9323482521342
CAL-27	RBN011364-002	UpperLimit	86.5966757084939
LCLC-97TM1	RBN010061-002	UpperLimit	90.2856636207988
LCLC-97TM1	RBN011364-002	UpperLimit	93.5081589997994
GSS	RBN010061-002	UpperLimit	81.5575014057271
GSS	RBN011364-002	UpperLimit	79.7540921097785
HCC1937	RBN010061-002	UpperLimit	99.3430021970687
HCC1937	RBN011364-002	UpperLimit	102.488306251926
OV56	RBN010061-002	UpperLimit	NA
OV56	RBN011364-002	UpperLimit	110.145428908109
HSC-4	RBN010061-002	UpperLimit	88.5817448732682
HSC-4	RBN011364-002	UpperLimit	87.5727373159643
CL-11	RBN010061-002	UpperLimit	-12.9661771670922
CL-11	RBN011364-002	UpperLimit	106.61324837183
SW480	RBN010061-002	UpperLimit	94.2397777794019
SW480	RBN011364-002	UpperLimit	95.4888375851511
NCI-H2170	RBN010061-002	UpperLimit	114.043545415997
NCI-H2170	RBN011364-002	UpperLimit	108.281265516205
TE-6	RBN010061-002	UpperLimit	79.3194060550675
TE-6	RBN011364-002	UpperLimit	79.226626797934
HCC95	RBN010061-002	UpperLimit	98.3636312348185
HCC95	RBN011364-002	UpperLimit	98.2758688120498
MDA-MB-175-VII	RBN010061-002	UpperLimit	102.316593176202
MDA-MB-175-VII	RBN011364-002	UpperLimit	99.1142018745992
NCI-H522	RBN010061-002	UpperLimit	85.0623901551689
NCI-H522	RBN011364-002	UpperLimit	75.6437626673613
HCC2108	RBN010061-002	UpperLimit	101.150390561876
HCC2108	RBN011364-002	UpperLimit	109.1594365014
TE-10	RBN010061-002	UpperLimit	100.894032524801
TE-10	RBN011364-002	UpperLimit	108.183663996153
ZR-75-30	RBN010061-002	UpperLimit	NA
ZR-75-30	RBN011364-002	UpperLimit	86.6182567647184
GSU	RBN010061-002	UpperLimit	89.4739022498876
GSU	RBN011364-002	UpperLimit	93.4016765682228
KYSE-410	RBN010061-002	UpperLimit	109.674226045164
KYSE-410	RBN011364-002	UpperLimit	108.044607260794
KE-39	RBN010061-002	UpperLimit	87.7091061063535
KE-39	RBN011364-002	UpperLimit	50.4018174577534
KNS-62	RBN010061-002	UpperLimit	96.8426206960953
KNS-62	RBN011364-002	UpperLimit	91.9957046564409
KPL-1	RBN010061-002	UpperLimit	73.76514454063
KPL-1	RBN011364-002	UpperLimit	75.7276929192155
SCC-25	RBN010061-002	UpperLimit	92.7277657408195
SCC-25	RBN011364-002	UpperLimit	25.5195822127452
NCI-H1869	RBN010061-002	UpperLimit	97.0370260439508
NCI-H1869	RBN011364-002	UpperLimit	104.392762669727
TE-5	RBN010061-002	UpperLimit	97.262180851445
TE-5	RBN011364-002	UpperLimit	94.8647767290599
SNU-719	RBN010061-002	UpperLimit	84.8538928970405
SNU-719	RBN011364-002	UpperLimit	92.5693582348786
NCI-H358	RBN010061-002	UpperLimit	92.8402427899426
NCI-H358	RBN011364-002	UpperLimit	98.7225883516568
TYK-nu	RBN010061-002	UpperLimit	95.2223238234634
TYK-nu	RBN011364-002	UpperLimit	19.2952821262417
NCI-H1703	RBN010061-002	UpperLimit	74.5855386139592
NCI-H1703	RBN011364-002	UpperLimit	74.2949642315836
CAL-33	RBN010061-002	UpperLimit	113.215124598899
CAL-33	RBN011364-002	UpperLimit	91.7982808822436
NCI-H1373	RBN010061-002	UpperLimit	96.4505759511982
NCI-H1373	RBN011364-002	UpperLimit	54.5480084287347
TGBC11TKB	RBN010061-002	UpperLimit	-17.9883425928602
TGBC11TKB	RBN011364-002	UpperLimit	104.356830040499
JIMT-1	RBN010061-002	UpperLimit	87.5148548375818
JIMT-1	RBN011364-002	UpperLimit	88.3468675752643
YMB-1	RBN010061-002	UpperLimit	107.101998893461
YMB-1	RBN011364-002	UpperLimit	106.630479456921
KYSE-520	RBN010061-002	UpperLimit	92.1342159526926
KYSE-520	RBN011364-002	UpperLimit	95.2854997685552
KYSE-70	RBN010061-002	UpperLimit	89.9241574778047
KYSE-70	RBN011364-002	UpperLimit	90.2069821511221
LS-123	RBN010061-002	UpperLimit.stderr	1.30716283525524
LS-123	RBN011364-002	UpperLimit.stderr	4.29599463647001
EBC-1	RBN010061-002	UpperLimit.stderr	0.096532884554248
EBC-1	RBN011364-002	UpperLimit.stderr	1.28192617819805
T3M-10	RBN010061-002	UpperLimit.stderr	0.146610740870423
T3M-10	RBN011364-002	UpperLimit.stderr	15.6045602429962
SNU-175	RBN010061-002	UpperLimit.stderr	0.164080175195491
SNU-175	RBN011364-002	UpperLimit.stderr	0.209485702877307
A253	RBN010061-002	UpperLimit.stderr	0.138163216899351
A253	RBN011364-002	UpperLimit.stderr	2.79478115265379
A549	RBN010061-002	UpperLimit.stderr	0.133630622430489
A549	RBN011364-002	UpperLimit.stderr	NA
KYSE-270	RBN010061-002	UpperLimit.stderr	0.555385984592391
KYSE-270	RBN011364-002	UpperLimit.stderr	1.65204069931768
KYSE-450	RBN010061-002	UpperLimit.stderr	NA
KYSE-450	RBN011364-002	UpperLimit.stderr	0.156967049213561
IM-95	RBN010061-002	UpperLimit.stderr	1.74807320631998
IM-95	RBN011364-002	UpperLimit.stderr	1.91341501951497
LoVo	RBN010061-002	UpperLimit.stderr	1.54929460847888
LoVo	RBN011364-002	UpperLimit.stderr	0.160929973351935
LCLC-103H	RBN010061-002	UpperLimit.stderr	0.138769484393704
LCLC-103H	RBN011364-002	UpperLimit.stderr	1.17487193378599
KNS-81	RBN010061-002	UpperLimit.stderr	1.18287689957586
KNS-81	RBN011364-002	UpperLimit.stderr	2.46932350785171
MDA-MB-436	RBN010061-002	UpperLimit.stderr	3.65902198253008
MDA-MB-436	RBN011364-002	UpperLimit.stderr	1.77653707921058
HCC1195	RBN010061-002	UpperLimit.stderr	0.923182600390472
HCC1195	RBN011364-002	UpperLimit.stderr	3.79675083295118
SNG-M	RBN010061-002	UpperLimit.stderr	0.133634490611629
SNG-M	RBN011364-002	UpperLimit.stderr	0.133630621546547
MDA-MB-231	RBN010061-002	UpperLimit.stderr	0.138504885203972
MDA-MB-231	RBN011364-002	UpperLimit.stderr	2.08035803214459
LK-2	RBN010061-002	UpperLimit.stderr	0.728523113015532
LK-2	RBN011364-002	UpperLimit.stderr	0.839385548076044
HCC2218	RBN010061-002	UpperLimit.stderr	1.55319337127695
HCC2218	RBN011364-002	UpperLimit.stderr	0.139131615965061
LC-1sq	RBN010061-002	UpperLimit.stderr	0.109678424522405
LC-1sq	RBN011364-002	UpperLimit.stderr	0.0944911439669593
FaDu	RBN010061-002	UpperLimit.stderr	0.87347677454776
FaDu	RBN011364-002	UpperLimit.stderr	1.54319914295715
NCI-H596	RBN010061-002	UpperLimit.stderr	0.145090587768991
NCI-H596	RBN011364-002	UpperLimit.stderr	3.82838294210159
